"ville_id","ville_code_postal","ville_nom","lng","lat","province"
"526","4500","Ben-Ahin","5.1773498000000","50.503319600000","Liège"
"527","6740","Etalle","5.5982415000000","49.672952700000","Luxembourg"
"528","4500","Huy","5.2357453000000","50.521538500000","Liège"
"529","6767","Lamorteau","5.4795124000000","49.526208300000","Luxembourg"
"530","4520","Huccorgne","5.1647622000000","50.567590000000","Liège"
"531","6767","Rouvroy","5.4897100000000","49.539075000000","Luxembourg"
"532","4520","Moha","5.1878867000000","50.547161900000","Liège"
"533","6769","Meix-Devant-Virton","5.4816156000000","49.605593300000","Luxembourg"
"534","4530","Vaux-Et-Borset","5.2314100000000","50.613153700000","Liège"
"535","6769","Sommethonne","5.4456876000000","49.576458200000","Luxembourg"
"536","4530","Villers-Le-Bouillet","5.2619239000000","50.575024200000","Liège"
"537","6782","Habergy","5.7608307000000","49.615337700000","Luxembourg"
"538","4537","Chapon-Seraing","5.2734472000000","50.609673000000","Liège"
"539","6791","Athus","5.8317661000000","49.564206500000","Luxembourg"
"540","4540","Flône","5.3354736000000","50.558238700000","Liège"
"541","6792","Halanzy","5.7422467000000","49.559036400000","Luxembourg"
"542","4540","Ombret","5.3371708000000","50.544280900000","Liège"
"543","6800","Freux","5.4497307000000","49.970842800000","Luxembourg"
"544","4550","Nandrin","5.4190411000000","50.506355000000","Liège"
"545","6811","Les Bulles","5.4263273000000","49.703101100000","Luxembourg"
"546","4557","Fraiture","5.4196671000000","50.478693000000","Liège"
"547","6813","Termes","5.4579753000000","49.707132800000","Luxembourg"
"548","4557","Ramelot","5.3286278000000","50.464449700000","Liège"
"549","6830","Poupehan","5.0035785000000","49.811558600000","Luxembourg"
"550","4557","Soheit-Tinlot","5.3766541000000","50.479449200000","Liège"
"551","6830","Rochehaut","5.0070138000000","49.840452200000","Luxembourg"
"552","4560","Clavier","5.3575692000000","50.411508500000","Liège"
"553","6831","Noirfontaine","5.4122510000000","50.617577400000","Luxembourg"
"554","4560","Terwagne","5.3491827000000","50.443885500000","Liège"
"555","6833","Ucimont","5.0573896000000","49.831400400000","Luxembourg"
"556","4570","Vyle-Et-Tharoul","5.2683004000000","50.446284500000","Liège"
"557","6838","Corbion","5.0065337000000","49.797629700000","Luxembourg"
"558","4590","Ellemelle","5.4429130000000","50.466423800000","Liège"
"559","6840","Grapfontaine","5.4076005000000","49.821503300000","Luxembourg"
"560","4600","Richelle","5.6953540000000","50.717143400000","Liège"
"561","6840","Neufchâteau","5.4339147000000","49.841176500000","Luxembourg"
"562","4607","Bombaye","5.7429371000000","50.730153000000","Liège"
"563","6880","Jehonville","5.2022069000000","49.906551500000","Luxembourg"
"564","4610","Beyne-Heusay","5.6534141000000","50.622056600000","Liège"
"565","6887","Saint-Médard","5.3277128000000","49.815882900000","Luxembourg"
"566","4630","Micheroux","5.7355403000000","50.631586500000","Liège"
"567","6890","Libin","5.2569017000000","49.980946400000","Luxembourg"
"568","4651","Battice","5.8194813000000","50.648269700000","Liège"
"569","6900","Hargimont","5.3094652000000","50.182586800000","Luxembourg"
"570","4653","Bolland","5.7594413000000","50.661405500000","Liège"
"571","6920","Sohier","5.0702515000000","50.068588500000","Luxembourg"
"572","4670","Blégny","5.7252372000000","50.672718500000","Liège"
"573","6921","Chanly","5.1559991000000","50.078653300000","Luxembourg"
"574","4670","Mortier","5.7432715000000","50.682181500000","Liège"
"575","6922","Halma","5.1374206000000","50.075413500000","Luxembourg"
"576","4671","Housse","5.6939850000000","50.679625900000","Liège"
"577","6929","Haut-Fays","5.0169470000000","50.001742100000","Luxembourg"
"578","4680","Hermée","5.6186068000000","50.708752600000","Liège"
"579","6953","Forrières","5.2842239000000","50.132494100000","Luxembourg"
